id	level	simp	trad	pinyin	tones	pos	notationSimp	notationTrad	defs
L1-0205	1	来	來	lái	2	V	来	來	to come; (used as a substitute for a more specific verb); hither (directional complement for motion toward the speaker, as in 回來|回来[hui2 lai5]); ever since (as in 自古以來|自古以来[zi4 gu3 yi3 lai2]); for the past (amount of time); (prefix) the coming ...; the next ... (as in 來世|来世[lai2 shi4]); (between two verbs) in order to; (after a round number) approximately; (used after 得[de2] to indicate possibility, as in 談得來|谈得来[tan2 de5 lai2], or after 不[bu4] to indicate impossibility, as in 吃不來|吃不来[chi1 bu5 lai2])
L1-0206	1	来到	來到	lái dào	2,4	V	来到	來到	to arrive; to come
L1-0207	1	老	老	lǎo	3	Adj	老	老	prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity; old (of people); venerable (person); experienced; of long standing; always; all the time; of the past; very; outdated; (of meat etc) tough
L1-0208	1	老人	老人	lǎo rén	3,2	N	老人	老人	old man or woman; the elderly; one's aged parents or grandparents
L1-0209	1	老师	老師	lǎo shī	3,1	N	老师	老師	teacher
L1-0210	1	了	了	le	5	Aux	了	了	(completed action marker); (modal particle indicating change of state, situation now); (modal particle intensifying preceding clause)
L1-0211	1	累	累	lèi	4	Adj	累	累	tired; weary; to strain; to wear out; to work hard
L1-0212	1	冷	冷	lěng	3	Adj	冷	冷	cold
L1-0213	1	里	裡	lǐ	3	N	里	裡|裏	lining; interior; inside; internal; also written 裏|里[li3]
L1-0214	1	里边	裡邊	lǐ bian	3,5	N	里边	裡邊	inside
L1-0215	1	两	兩	liǎng	3	Num	两	兩	two; both; some; a few; tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old)
L1-0216	1	零	零	líng	2	Num	零|〇	零|〇	zero; nought; zero sign; fractional; fragmentary; odd (of numbers); (placed between two numbers to indicate a smaller quantity followed by a larger one); fraction; (in mathematics) remainder (after division); extra; to wither and fall; to wither
L1-0217	1	六	六	liù	4	Num	六	六	six; 6
L1-0218	1	楼	樓	lóu	2	N	楼	樓	house with more than 1 story; storied building; floor; CL:層|层[ceng2],座[zuo4],棟|栋[dong4]
L1-0219	1	楼上	樓上	lóu shàng	2,4		楼上	樓上	upstairs; (Internet slang) previous poster in a forum thread
L1-0220	1	楼下	樓下	lóu xià	2,4		楼下	樓下	downstairs
L1-0221	1	路	路	lù	4	N/M	路	路	road (CL:條|条[tiao2]); journey; route; line (bus etc); sort; kind
L1-0222	1	路口	路口	lù kǒu	4,3	N	路口	路口	crossing; intersection (of roads)
L1-0223	1	路上	路上	lù shang	4,5	N	路上	路上	on the road; on the way; en route
L1-0224	1	妈妈	媽媽	mā ma	1,5	N	妈妈|妈	媽媽|媽	mama; mommy; mother; CL:個|个[ge4],位[wei4]
L1-0225	1	马路	馬路	mǎ lù	3,4	N	马路	馬路	street; road; CL:條|条[tiao2]
L1-0226	1	马上	馬上	mǎ shàng	3,4	Adv	马上	馬上	at once; right away; immediately; on horseback (i.e. by military force)
L1-0227	1	吗	嗎	ma	5	Aux	吗	嗎	(question particle for "yes-no" questions)
L1-0228	1	买	買	mǎi	3	V	买	買	to buy; to purchase
L1-0229	1	慢	慢	màn	4	Adj	慢	慢	slow
L1-0230	1	忙	忙	máng	2	Adj	忙	忙	busy; hurriedly; to hurry; to rush
L1-0231	1	毛	毛	máo	2	M	毛	毛	hair; feather; down; wool; mildew; mold; coarse or semifinished; young; raw; careless; unthinking; nervous; scared; (of currency) to devalue or depreciate; classifier for Chinese fractional monetary unit ( = 角[jiao3] , = one-tenth of a yuan or 10 fen 分[fen1])
L1-0232	1	没	沒	méi	2	Adv/V	没	沒	(negative prefix for verbs) have not; not
L1-0233	1	没关系	沒關係	méi guān xi	2,1,5		没关系	沒關係	it doesn't matter
L1-0234	1	没什么	沒什麼	méi shén me	2,2,5		没什么	沒什麼	it doesn't matter; it's nothing; never mind; think nothing of it; it's my pleasure; you're welcome
L1-0235	1	没事儿	沒事兒	méi shì r	2,4,5		没事儿	沒事兒	to have spare time; free from work; it's not important; it's nothing; never mind
L1-0236	1	没有	沒有	méi yǒu	2,3	V/Adv	没有	沒有	haven't; hasn't; doesn't exist; to not have; to not be
L1-0237	1	妹妹	妹妹	mèi mei	4,5	N	妹妹|妹	妹妹|妹	younger sister; young woman; CL:個|个[ge4]
L1-0238	1	门	門	mén	2	N/M	门	門	gate; door; doorway; gateway; opening (CL:扇[shan4]); valve; switch; other door-like or gate-like structure; way to do sth; knack; method; approach; family; household; lineage; (bound form) sect; school; faction (religious or academic); (bound form) class; category; division; phylum; classifier for courses, fields of study, branches of technology, relatives by marriage, guns etc; (suffix) -gate (scandal)
L1-0239	1	门口	門口	mén kǒu	2,3	N	门口	門口	doorway; gate; CL:個|个[ge4]
L1-0240	1	门票	門票	mén piào	2,4	N	门票	門票	ticket (for theater, cinema etc)
L1-0241	1	们	們	men	5	Suffix	们（朋友们）	們（朋友們）	plural marker for pronouns, and nouns referring to individuals
L1-0242	1	米饭	米飯	mǐ fàn	3,4	N	米饭	米飯	(cooked) rice
L1-0243	1	面包	麵包	miàn bāo	4,1	N	面包	麵包	bread; CL:片[pian4],塊|块[kuai4]
L1-0244	1	面条儿	麵條兒	miàn tiáo r	4,2,5	N	面条儿	麵條兒	erhua variant of 麵條|面条[mian4 tiao2]
L1-0245	1	名字	名字	míng zi	2,5	N	名字	名字	name (of a person or thing)
L1-0246	1	明白	明白	míng bai	2,5	Adj/V	明白	明白	clear; obvious; unequivocal; sensible; reasonable; to understand; to realize
L1-0247	1	明年	明年	míng nián	2,2	N	明年	明年	next year
L1-0248	1	明天	明天	míng tiān	2,1	N	明天	明天	tomorrow
L1-0249	1	拿	拿	ná	2	V	拿	拿	to hold; to seize; to catch; to apprehend; to take; (used in the same way as 把[ba3]: to mark the following noun as a direct object)
L1-0250	1	哪	哪	nǎ	3	Pron	哪	哪	how; which
L1-0251	1	哪里	哪裡	nǎ lǐ	3,3	Pron	哪里	哪裡|哪裏	where?; somewhere; anywhere; wherever; nowhere (negative answer to question); humble expression denying compliment; also written 哪裡|哪里
L1-0252	1	哪儿	哪兒	nǎ r	3,5	Pron	哪儿	哪兒	where?; wherever; anywhere; somewhere; (used in rhetorical questions) how can ...?; how could ...?
L1-0253	1	哪些	哪些	nǎ xiē	3,1	Pron	哪些	哪些	which ones?; who?; what?
L1-0254	1	那	那	nà	4	Pron	那	那	(specifier) that; the; those (colloquial pr. [nei4]); (pronoun) that (referring to persons, things or situations); then (in that case)
L1-0255	1	那边	那邊	nà bian	4,5	Pron	那边	那邊	over there; yonder
L1-0256	1	那里	那裡	nà li	4,5	Pron	那里	那裡|那裏	there; that place
L1-0257	1	那儿	那兒	nà r	4,5	Pron	那儿	那兒	there
L1-0258	1	那些	那些	nà xiē	4,1	Pron	那些	那些	those
L1-0259	1	奶	奶	nǎi	3	N	奶	奶	breast; milk; to breastfeed
L1-0260	1	奶奶	奶奶	nǎi nai	3,5	N	奶奶	奶奶	(informal) grandma (paternal grandmother); (respectful) mistress of the house; CL:位[wei4]; (coll.) boobies; breasts
L1-0261	1	男	男	nán	2	Adj	男	男	(bound form) male; baron, the lowest of the five ranks of nobility 五等爵位[wu3 deng3 jue2 wei4]
L1-0262	1	男孩儿	男孩兒	nán hái r	2,2,5	N	男孩儿	男孩兒	erhua form of 男孩[nan2 hai2]
L1-0263	1	男朋友	男朋友	nán péng you	2,2,5	N	男朋友	男朋友	boyfriend
L1-0264	1	男人	男人	nán rén	2,2	N	男人	男人	a man; a male; men; CL:個|个[ge4]
L1-0265	1	男生	男生	nán shēng	2,1	N	男生	男生	schoolboy; male student; boy; guy (young adult male)
L1-0266	1	南	南	nán	2	N	南	南	south
L1-0267	1	南边	南邊	nán bian	2,5	N	南边	南邊	south; south side; southern part; to the south of
L1-0268	1	难	難	nán	2	Adj	难	難	difficult (to...); problem; difficulty; difficult; not good
L1-0269	1	呢	呢	ne	5	Aux	呢	呢	(sentence-final particle) used in questions to link back to prior discourse or context ("what about...?", "and...?"); (sentence-final particle) indicating that a state or situation still holds; (discourse particle) used to mark a slight pause or emphasis in speech
L1-0270	1	能	能	néng	2	V	能	能	can; to be able to; might possibly; ability; (physics) energy
L1-0271	1	你	你	nǐ	3	Pron	你	你	you (informal, as opposed to courteous 您[nin2])
L1-0272	1	你们	你們	nǐ men	3,5	Pron	你们	你們	you (plural)
L1-0273	1	年	年	nián	2	M	年	年	year; CL:個|个[ge4]
L1-0274	1	您	您	nín	2	Pron	您	您	you (courteous, as opposed to informal 你[ni3])
L1-0275	1	牛奶	牛奶	niú nǎi	2,3	N	牛奶	牛奶	cow's milk; CL:瓶[ping2],杯[bei1]
L1-0276	1	女	女	nǚ	3	Adj	女	女	female; woman; daughter
L1-0277	1	女儿	女兒	nǚ ér	3,2	N	女儿	女兒	daughter
L1-0278	1	女孩儿	女孩兒	nǚ hái r	3,2,5	N	女孩儿	女孩兒	erhua form of 女孩[nu : 3 hai2]
L1-0279	1	女朋友	女朋友	nǚ péng you	3,2,5	N	女朋友	女朋友	girlfriend
L1-0280	1	女人	女人	nǚ rén	3,2	N	女人	女人	woman
L1-0281	1	女生	女生	nǚ shēng	3,1	N	女生	女生	schoolgirl; female student; girl
L1-0282	1	旁边	旁邊	páng biān	2,1	N	旁边	旁邊	side; adjacent place
L1-0283	1	跑	跑	pǎo	3	V	跑	跑	to run; to run away; to escape; to run around (on errands etc); (of a gas or liquid) to leak or evaporate; (verb complement) away; off
L1-0284	1	朋友	朋友	péng you	2,5	N	朋友	朋友	friend; CL:個|个[ge4],位[wei4]
L1-0285	1	票	票	piào	4	N	票	票	ticket; ballot; banknote; CL:張|张[zhang1]; person held for ransom; amateur performance of Chinese opera; classifier for groups, batches, business transactions
L1-0286	1	七	七	qī	1	Num	七	七	seven; 7
L1-0287	1	起	起	qǐ	3	V	起	起	to rise; to raise; to get up; to set out; to start; to appear; to launch; to initiate (action); to draft; to establish; to get (from a depot or counter); verb suffix, to start; starting from (a time, place, price etc); classifier for occurrences or unpredictable events: case, instance; classifier for groups: batch, group
L1-0288	1	起床	起床	qǐ chuáng	3,2		起床	起床	to get out of bed; to get up
L1-0289	1	起来	起來	qi lai	5,5		起来	起來|起來	(after a verb) indicating the beginning and continuation of an action or a state; indicating an upward movement (e.g. after 站[zhan4]); indicating completion; (after a perception verb, e.g. 看[kan4]) expressing preliminary judgment; also pr. [qi3lai5]
L1-0290	1	汽车	汽車	qì chē	4,1	N	汽车	汽車	car; automobile; bus; CL:輛|辆[liang4]
L1-0291	1	前	前	qián	2	N	前	前	front; forward; ahead; first; top (followed by a number); future; ago; before; BC (e.g. 前293年); former; formerly
L1-0292	1	前边	前邊	qián bian	2,5	N	前边	前邊	front; the front side; in front of
L1-0293	1	前天	前天	qián tiān	2,1	N	前天	前天	the day before yesterday
L1-0294	1	钱	錢	qián	2	N	钱	錢	coin; money; CL:筆|笔[bi3]; unit of weight, one tenth of a tael 兩|两[liang3]
L1-0295	1	钱包	錢包	qián bāo	2,1	N	钱包	錢包	purse; wallet
L1-0296	1	请	請	qǐng	3	V	请	請	to ask; to invite; please (do sth); to treat (to a meal etc); to request
L1-0297	1	请假	請假	qǐng jià	3,4		请假	請假	to request leave of absence
L1-0298	1	请进	請進	qǐng jìn	3,4		请进	請進	"please come in"
L1-0299	1	请问	請問	qǐng wèn	3,4	V	请问	請問	Excuse me, may I ask...?
L1-0300	1	请坐	請坐	qǐng zuò	3,4		请坐	請坐	please, have a seat
L1-0301	1	球	球	qiú	2	N	球	球	ball; sphere; globe; CL:個|个[ge4]; ball game; match; CL:場|场[chang3]
L1-0302	1	去	去	qù	4	V	去	去	to go; to go to (a place); (of a time etc) last; just passed; to send; to remove; to get rid of; to reduce; to be apart from in space or time; to die (euphemism); to play (a part); (when used either before or after a verb) to go in order to do sth; (after a verb of motion indicates movement away from the speaker); (used after certain verbs to indicate detachment or separation)
L1-0303	1	去年	去年	qù nián	4,2	N	去年	去年	last year
L1-0304	1	热	熱	rè	4	Adj/V	热	熱	to warm up; to heat up; hot (of weather); heat; fervent
L1-0305	1	人	人	rén	2	N	人	人	person; people; CL:個|个[ge4],位[wei4],名[ming2]
L1-0306	1	认识	認識	rèn shi	4,5	V/N	认识	認識	to know; to recognize; to be familiar with; to get acquainted with sb; knowledge; understanding; awareness; cognition
L1-0307	1	认真	認真	rèn zhēn	4,1	Adj	认真	認真	conscientious; earnest; serious; to take seriously; to take to heart
L1-0308	1	日	日	rì	4	N	日	日	(bound form) sun; day; day of the month; (bound form) Japan (abbr. for 日本[Ri4 ben3]); (vulgar) to fuck; to have sex with
L1-0309	1	日期	日期	rì qī	4,1	N	日期	日期	date
L1-0310	1	肉	肉	ròu	4	N	肉	肉	meat; flesh; pulp (of a fruit); (coll.) (of a fruit) squashy; (of a person) flabby; irresolute; Kangxi radical 130
L1-0311	1	三	三	sān	1	Num	三	三	three; 3
L1-0312	1	山	山	shān	1	N	山	山	mountain; hill (CL:座[zuo4]); (coll.) small bundle of straw for silkworms to spin cocoons on
L1-0313	1	商场	商場	shāng chǎng	1,3	N	商场	商場	shopping mall; shopping center; department store; emporium; CL:家[jia1]; the business world
L1-0314	1	商店	商店	shāng diàn	1,4	N	商店	商店	store; shop; CL:家[jia1]
L1-0315	1	上	上	shàng	4	N/V	上	上	(bound form) up; upper; above; previous; first (of multiple parts); to climb; to get onto; to go up; to attend (class or university); (directional complement) up; (noun suffix) on; above
L1-0316	1	上班	上班	shàng bān	4,1		上班	上班	to go to work; to be on duty; to start work; to go to the office
L1-0317	1	上边	上邊	shàng bian	4,5	N	上边	上邊	the top; above; overhead; upwards; the top margin; above-mentioned; those higher up
L1-0318	1	上车	上車	shàng chē	4,1		上车	上車	to get on or into (a bus, train, car etc)
L1-0319	1	上次	上次	shàng cì	4,4		上次	上次	last time
L1-0320	1	上课	上課	shàng kè	4,4		上课	上課	to go to class; to attend class; to go to teach a class
L1-0321	1	上网	上網	shàng wǎng	4,3		上网	上網	to go online; to connect to the Internet; (of a document etc) to be uploaded to the Internet; (tennis, volleyball etc) to move in close to the net
L1-0322	1	上午	上午	shàng wǔ	4,3	N	上午	上午	morning
L1-0323	1	上学	上學	shàng xué	4,2		上学	上學	to go to school; to attend school
L1-0324	1	少	少	shǎo	3	Adj/V	少	少	few; less; to lack; to be missing; to stop (doing sth); seldom
L1-0325	1	谁	誰	shéi	2	Pron	谁	誰	who; also pr. [shui2]
L1-0326	1	身上	身上	shēn shang	1,5	N	身上	身上	on the body; at hand; among
L1-0327	1	身体	身體	shēn tǐ	1,3	N	身体	身體	the body; one's health
L1-0328	1	什么	什麼	shén me	2,5	Pron	什么	什麼	what?; something; anything
L1-0329	1	生病	生病	shēng bìng	1,4		生病	生病	to fall ill
L1-0330	1	生气	生氣	shēng qì	1,4		生气	生氣	to get angry; to be furious; vitality; liveliness
L1-0331	1	生日	生日	shēng rì	1,4	N	生日	生日	birthday; CL:個|个[ge4]
L1-0332	1	十	十	shí	2	Num	十	十	ten; 10
L1-0333	1	时候	時候	shí hou	2,5	N	时候	時候	time; length of time; moment; period
L1-0334	1	时间	時間	shí jiān	2,1	N	时间	時間	(concept of) time; (duration of) time; (point in) time
L1-0335	1	事	事	shì	4	N	事	事	matter; thing; item; work; affair; CL:件[jian4],樁|桩[zhuang1],回[hui2]
L1-0336	1	试	試	shì	4	V	试	試	to test; to try; experiment; examination; test
L1-0337	1	是	是	shì	4	V	是	是	to be (followed by substantives only); correct; right; true; (respectful acknowledgement of a command) very well; (adverb for emphatic assertion)
L1-0338	1	是不是	是不是	shì bu shì	4,5,4		是不是	是不是	is or is not (used to form yes-no questions)
L1-0339	1	手	手	shǒu	3	N	手	手	hand; (formal) to hold; person engaged in certain types of work; person skilled in certain types of work; personal(ly); convenient; classifier for skill; CL:雙|双[shuang1],隻|只[zhi1]
L1-0340	1	手机	手機	shǒu jī	3,1	N	手机	手機	cell phone; mobile phone; CL:部[bu4],臺|台[tai2]
L1-0341	1	书	書	shū	1	N	书	書	book; letter; document; CL:本[ben3],冊|册[ce4],部[bu4]; to write
L1-0342	1	书包	書包	shū bāo	1,1	N	书包	書包	schoolbag; satchel; bookbag; CL:個|个[ge4],隻|只[zhi1]
L1-0343	1	书店	書店	shū diàn	1,4	N	书店	書店	bookstore; CL:家[jia1]
